Model,Accuracy,Precision,Recall,F1 Score,ROC AUC,y_pred,y_pred_prob,y_test
XGBoost,0.8966666666666666,0.9428571428571428,0.8516129032258064,0.8949152542372881,0.9434037819799777,"[1 1 0 1 1 0 0 1 0 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0 1 1 0 1 0 1 1 0 0 0 0
 0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 0 1 1 1 0 0 1 0 0
 0 1 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1 0 0 1 0 1 1 0 0 0
 0 0 1 0 1 1 0 1 0 1 1 0 0 1 1 1 0 0 0 0 1 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 0
 0 1 1 1 1 0 1 0 1 1 0 0 0 1 1 0 1 0 1 1 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 1 1
 1 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 0 0 1 0 0 0
 0 0 0 1 1 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 0 0 0 1 0 0 1 1 1 0 0
 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 1 0 1 1 0
 0 0 0 0]","[9.94173586e-01 9.91741538e-01 3.54783819e-03 9.95727062e-01
 9.99732316e-01 4.57106944e-04 9.65932198e-03 9.89599347e-01
 2.67990023e-01 3.14752817e-01 9.97634530e-01 9.85999048e-01
 3.22567788e-03 9.50669944e-01 6.63120076e-02 1.38355140e-02
 2.90324941e-04 9.97773349e-01 9.98669744e-01 2.01840028e-01
 9.99096632e-01 1.33278131e-01 5.98521030e-04 4.56678355e-03
 9.98054624e-01 1.29854132e-04 9.97317851e-01 7.31811285e-01
 9.39666852e-03 9.98314619e-01 9.30166245e-02 9.99578297e-01
 9.29205835e-01 8.35719169e-04 4.93423969e-01 8.73853802e-04
 3.76776676e-04 1.84009802e-02 9.93471127e-03 2.53492624e-01
 6.96737766e-02 9.91568029e-01 1.06181519e-03 5.23815215e-01
 9.96415615e-01 1.42022572e-03 9.01854932e-01 8.91243515e-04
 1.52790576e-01 9.99614239e-01 4.23914287e-03 5.99095896e-02
 6.45529479e-03 8.85164440e-01 9.41323817e-01 9.87912953e-01
 1.44187390e-04 8.25469755e-03 9.98124659e-01 1.09938467e-02
 9.99370277e-01 1.39181584e-03 2.07559066e-03 8.51090968e-01
 9.96477067e-01 1.09449553e-03 9.99575794e-01 9.99756515e-01
 9.90188658e-01 2.91677900e-02 9.78684705e-03 9.85135496e-01
 1.58488601e-01 6.39561377e-03 1.62485265e-03 9.54940379e-01
 1.01381734e-01 8.77117157e-01 9.95091438e-01 1.52457934e-02
 5.63693233e-03 5.64838643e-04 7.74201937e-04 9.98138666e-01
 9.99436200e-01 9.75888848e-01 6.43338775e-04 2.10632244e-03
 6.18679216e-04 5.04626445e-02 9.96146798e-01 3.57872248e-03
 4.97055415e-04 4.44297359e-04 4.88705575e-01 3.10600512e-02
 5.09901404e-01 8.75105932e-02 9.73398030e-01 4.43085097e-03
 7.90273666e-01 9.96068835e-01 1.69565752e-02 5.74739883e-04
 9.98968720e-01 4.79866797e-03 9.98879850e-01 6.13430023e-01
 1.32721485e-04 3.74254468e-03 7.55473087e-03 3.68147600e-03
 3.94788396e-04 6.65969431e-01 2.63521541e-02 9.98632848e-01
 9.96446311e-01 6.50326372e-04 6.92521751e-01 2.39368454e-02
 9.99540091e-01 9.92475331e-01 1.62938163e-02 3.07569164e-03
 9.99562442e-01 9.98764277e-01 8.91508758e-01 1.75675715e-03
 4.07884270e-01 2.03528225e-01 8.41149781e-03 8.25311422e-01
 9.96703565e-01 3.41778249e-03 9.83610511e-01 9.98268723e-01
 8.62461805e-01 9.98601735e-01 2.31299942e-04 9.99526143e-01
 6.01201504e-02 3.95910029e-04 9.97432888e-01 9.90404248e-01
 7.80204311e-04 9.99791920e-01 9.97211516e-01 6.64752023e-03
 3.75561938e-02 9.85618174e-01 9.93274808e-01 9.99041259e-01
 6.07335925e-01 1.67011807e-03 9.98777330e-01 1.72864890e-03
 9.99213099e-01 9.91159141e-01 6.74275652e-05 1.47944894e-02
 1.94451660e-02 9.99429524e-01 9.74369705e-01 3.19191098e-01
 9.85142171e-01 1.00093134e-01 9.98573542e-01 9.99533653e-01
 9.47152734e-01 1.18072110e-03 6.38436177e-04 5.17936144e-03
 1.07814886e-01 2.04089716e-01 3.75559932e-04 9.86397803e-01
 9.99266684e-01 9.97495949e-01 9.99510050e-01 6.90230925e-04
 9.41346645e-01 9.96842742e-01 5.68281580e-03 9.59980607e-01
 7.90657043e-01 9.92227733e-01 1.14756731e-04 9.09415947e-04
 4.65978161e-02 9.97801602e-01 6.10868959e-03 9.98831213e-01
 2.96676648e-04 9.98167992e-01 8.66538227e-01 9.98962402e-01
 9.78161693e-01 9.74447787e-01 6.52869092e-03 9.99695897e-01
 9.99110878e-01 3.13838944e-02 9.97321069e-01 9.98003542e-01
 3.33878174e-02 1.07407952e-02 9.97625649e-01 1.46501791e-03
 1.68196028e-04 9.99729812e-01 9.96681988e-01 9.99510646e-01
 9.89046514e-01 5.94782308e-02 9.99581754e-01 8.09686491e-04
 2.66384065e-01 4.04996574e-01 9.95779395e-01 4.29824693e-03
 4.17671621e-01 3.45988199e-02 8.29997007e-03 3.13941832e-03
 1.89204253e-02 9.99617338e-01 9.99693751e-01 3.59744802e-02
 9.85390425e-01 4.86759782e-01 8.85934114e-01 8.35006684e-03
 5.95766411e-04 9.96930182e-01 7.97228396e-01 7.25075960e-01
 5.06864302e-03 9.98364151e-01 9.72845256e-01 9.77371693e-01
 9.95784104e-01 9.99645233e-01 9.95457649e-01 8.53528734e-03
 9.98802185e-01 6.81693137e-01 4.23754044e-02 2.29550719e-01
 1.98054034e-03 2.34318618e-02 7.15965703e-02 9.91272748e-01
 6.21873699e-03 1.37650897e-03 9.92459953e-01 9.99562442e-01
 9.98179197e-01 4.43876983e-04 9.47656576e-04 3.93911451e-02
 4.06461710e-04 2.29106843e-02 8.00182484e-03 9.99370039e-01
 5.41291654e-01 8.25095456e-03 3.25507075e-01 1.27224624e-02
 2.61767115e-02 3.61947902e-02 9.99386787e-01 3.23631242e-03
 9.99237299e-01 3.46350558e-02 9.99684811e-01 4.04545635e-01
 2.22324720e-03 9.76736784e-01 2.59260029e-01 2.04360182e-03
 9.94106174e-01 6.73001574e-04 9.95692194e-01 5.29763937e-01
 3.27486219e-03 9.92925406e-01 8.21286999e-03 1.45151233e-02
 1.40234944e-03 9.98380065e-01 2.25740708e-02 9.96414304e-01
 1.15049310e-01 9.97354984e-01 9.93596435e-01 1.34816309e-02
 1.14292640e-03 3.34564239e-01 1.94201304e-04 1.93468690e-01]","[1 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0
 0 0 0 0 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0
 0 1 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 0 0
 0 1 1 0 1 1 0 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 0
 0 1 1 1 0 0 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 0 1 0
 1 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 0 1 1 0 1 0
 0 0 0 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 0 0 0 1 0 1 1 1 1 0 0
 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 1 1 0 1 0 0 0 1 0 1 1 1 1 1
 0 0 0 1]"
Random Forest,0.87,0.8972602739726028,0.8451612903225807,0.8704318936877077,0.9225806451612901,"[1 1 0 1 1 0 0 1 1 0 1 1 0 1 1 0 0 1 1 0 1 0 0 0 1 0 1 1 0 1 1 1 1 0 0 0 0
 0 0 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 0 1 1 1 0 0 0 0 0
 0 1 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 0
 0 0 0 0 1 1 0 1 0 1 1 0 0 1 1 1 0 0 0 0 1 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 0
 0 1 1 1 0 0 1 0 1 1 0 0 0 1 0 0 1 0 1 1 1 0 0 0 0 1 0 1 1 1 1 0 1 1 0 1 1
 1 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 1 1 1 0 0 0
 0 0 0 1 1 0 1 1 1 0 0 1 0 1 0 1 1 1 1 1 1 0 1 1 0 0 0 0 0 1 0 0 1 1 1 0 0
 0 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1 1 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 1 0 1 1 0
 0 1 0 0]","[0.7  0.79 0.09 0.98 0.99 0.06 0.08 0.84 0.7  0.21 0.92 0.55 0.1  0.63
 0.68 0.19 0.08 0.83 0.93 0.35 0.86 0.2  0.12 0.07 0.97 0.02 0.86 0.85
 0.11 0.86 0.64 0.96 0.79 0.05 0.3  0.03 0.02 0.12 0.05 0.26 0.07 0.82
 0.07 0.27 0.81 0.03 0.84 0.03 0.75 0.98 0.1  0.17 0.08 0.91 0.86 0.58
 0.11 0.16 0.73 0.09 0.99 0.06 0.02 0.76 0.93 0.06 0.97 0.97 0.96 0.14
 0.12 0.34 0.46 0.19 0.1  0.93 0.18 0.77 0.87 0.1  0.04 0.05 0.09 0.94
 0.98 0.8  0.12 0.13 0.04 0.46 0.97 0.07 0.04 0.04 0.82 0.04 0.7  0.24
 0.77 0.12 0.93 0.95 0.16 0.04 0.97 0.12 0.96 0.29 0.07 0.08 0.05 0.08
 0.05 0.44 0.23 0.91 0.96 0.08 0.89 0.3  0.98 0.84 0.11 0.05 0.9  0.92
 0.86 0.05 0.2  0.42 0.09 0.95 0.84 0.17 0.7  0.99 0.56 0.97 0.02 0.99
 0.08 0.02 0.82 0.94 0.05 0.98 0.98 0.28 0.3  0.96 0.83 0.99 0.49 0.1
 0.94 0.09 0.97 0.91 0.01 0.01 0.21 0.95 0.5  0.19 0.56 0.36 0.97 0.98
 0.67 0.08 0.03 0.07 0.39 0.52 0.06 0.97 0.74 0.77 0.84 0.1  0.8  0.9
 0.04 0.51 0.72 0.87 0.01 0.07 0.29 0.95 0.35 0.91 0.02 0.87 0.96 0.95
 0.95 0.89 0.17 0.95 0.99 0.35 0.95 0.98 0.17 0.08 0.93 0.02 0.06 1.
 0.9  0.97 0.71 0.2  0.97 0.05 0.84 0.51 0.86 0.19 0.28 0.25 0.18 0.13
 0.15 0.99 0.99 0.15 0.73 0.79 0.78 0.38 0.07 0.85 0.5  0.58 0.06 0.76
 0.82 0.87 0.7  0.96 0.97 0.08 0.87 0.63 0.5  0.2  0.05 0.09 0.32 0.87
 0.13 0.14 0.87 1.   0.87 0.11 0.03 0.12 0.02 0.1  0.33 0.98 0.77 0.07
 0.82 0.08 0.1  0.69 0.99 0.03 0.96 0.11 0.99 0.7  0.08 0.94 0.29 0.07
 0.9  0.06 0.86 0.84 0.05 0.84 0.09 0.11 0.02 0.73 0.18 0.79 0.2  0.95
 0.98 0.13 0.02 0.77 0.03 0.45]","[1 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0
 0 0 0 0 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0
 0 1 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 0 0
 0 1 1 0 1 1 0 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 0
 0 1 1 1 0 0 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 0 1 0
 1 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 0 1 1 0 1 0
 0 0 0 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 0 0 0 1 0 1 1 1 1 0 0
 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 1 1 0 1 0 0 0 1 0 1 1 1 1 1
 0 0 0 1]"
Logistic Regression,0.85,0.8767123287671232,0.8258064516129032,0.8504983388704319,0.9141713014460511,"[1 1 1 1 1 0 0 1 1 0 1 1 0 0 1 0 0 1 1 0 1 0 0 0 1 0 1 1 0 1 1 1 1 0 0 0 0
 0 0 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 0 1 1 1 0 0 0 0 0
 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 1 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 0
 0 0 1 0 1 1 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 1 0 1 1 0 1 0 1 0 0 1 1 0 1 1 0
 0 1 1 1 0 0 1 0 1 1 0 0 0 1 0 0 1 0 1 1 1 0 0 0 1 0 0 1 1 1 1 0 1 1 0 0 1
 1 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 1 0 1 0 0 0
 0 0 0 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0
 0 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1 1 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 1 0 1 1 0
 0 1 0 0]","[6.09536672e-01 8.68929260e-01 5.13909465e-01 7.79089383e-01
 9.53723656e-01 5.23451932e-02 2.27636761e-01 7.89347054e-01
 7.37037455e-01 3.12417654e-01 9.66424758e-01 6.70829492e-01
 4.08948143e-03 4.99306936e-01 7.19672711e-01 1.79605592e-01
 6.44589971e-02 9.51291957e-01 8.87630911e-01 4.78687093e-01
 9.94347672e-01 2.55081828e-01 5.14401674e-02 1.02764693e-01
 9.78692448e-01 4.51196086e-03 9.99621703e-01 9.37634035e-01
 1.18188476e-02 9.69791848e-01 8.68816110e-01 9.88422095e-01
 6.15473106e-01 1.47860299e-01 3.12980543e-01 1.65110252e-01
 7.00945658e-02 4.04964522e-01 4.55256562e-02 2.76558176e-01
 1.86227131e-02 9.48312870e-01 5.57726753e-02 4.53793669e-01
 5.01184326e-01 1.14111255e-02 9.92328859e-01 5.41306342e-03
 8.59704303e-01 9.90278194e-01 7.62490429e-02 7.65075587e-02
 1.00222414e-02 9.96565652e-01 9.96836896e-01 6.70517119e-01
 1.45131996e-02 7.91753836e-02 8.06830161e-01 1.68324514e-01
 7.66609556e-01 1.29896275e-01 9.83767858e-02 9.99678950e-01
 9.99478943e-01 4.95158620e-02 9.86731530e-01 7.47504157e-01
 7.38336625e-01 2.71048164e-01 1.18251476e-01 4.43620311e-01
 4.66279420e-01 1.17619661e-01 1.15365849e-01 9.35829937e-01
 1.46178671e-01 4.81438896e-01 9.00739417e-01 5.46282715e-02
 6.79806651e-02 1.53239760e-01 4.34950675e-02 9.95809334e-01
 9.56867181e-01 6.06377418e-01 7.01602532e-02 1.52129070e-02
 3.91322515e-02 5.63115004e-01 7.81404731e-01 5.66845389e-03
 1.87815387e-02 6.18897646e-02 9.04149376e-01 1.35885870e-01
 7.28263642e-01 3.38558316e-01 7.16792967e-01 2.95655789e-01
 9.96001451e-01 9.10845807e-01 3.01279958e-02 1.72072589e-01
 9.89321742e-01 9.55415655e-02 9.49604738e-01 3.52308884e-01
 4.62086868e-02 3.24578924e-03 1.44381585e-01 2.62336707e-02
 6.57812599e-02 5.33104469e-01 1.36275906e-01 8.03060054e-01
 7.73956570e-01 5.19867342e-02 9.19898462e-01 2.69491420e-01
 9.74325662e-01 9.97135750e-01 2.34401342e-01 2.20139232e-02
 9.97574763e-01 9.96868970e-01 8.33131107e-01 9.13342692e-03
 2.39704326e-01 5.18849321e-01 3.54102026e-03 9.67837419e-01
 5.61146495e-01 2.70953576e-03 9.72479315e-01 9.75674778e-01
 4.29200970e-01 9.94239746e-01 4.95031133e-02 9.42973875e-01
 3.34198768e-01 8.06346852e-02 9.98287611e-01 9.99903312e-01
 1.41042859e-01 9.66217078e-01 9.74707493e-01 1.40254223e-02
 2.59313233e-01 9.61873848e-01 9.11144250e-01 9.81429846e-01
 4.17888738e-01 1.45165122e-01 9.74848885e-01 8.67676539e-02
 9.60819585e-01 9.15008851e-01 4.43194698e-02 5.97147719e-02
 3.96059977e-01 9.82021426e-01 3.47982821e-01 1.93907046e-01
 6.26014659e-01 4.23546241e-01 9.02934104e-01 7.68163849e-01
 7.13968543e-01 5.99608153e-02 3.86605541e-02 1.41194398e-01
 5.42332260e-01 4.72560029e-01 8.42967572e-02 9.97954659e-01
 6.86360574e-01 8.59454363e-01 9.98924800e-01 5.25378260e-02
 9.15073278e-01 9.98664609e-01 1.68434810e-03 1.92236077e-01
 9.31568682e-01 9.36517002e-01 3.59937247e-02 9.20930968e-02
 2.70845883e-01 9.69408372e-01 3.07874692e-01 5.98559683e-01
 1.62678261e-02 9.60930512e-01 9.89574560e-01 9.30978872e-01
 9.97271516e-01 9.90756894e-01 2.07880883e-01 9.54888695e-01
 9.86102618e-01 2.84329291e-01 9.70401436e-01 9.97201426e-01
 4.91548013e-02 1.16515069e-01 9.94752846e-01 5.50338834e-02
 6.13756782e-02 9.91622484e-01 9.86852720e-01 9.99498509e-01
 8.90343083e-01 1.49381139e-02 9.43216503e-01 1.97988953e-01
 8.57330834e-01 4.37171061e-01 9.89955349e-01 1.03985372e-01
 4.30357018e-01 2.41173582e-01 1.29127696e-01 1.41060953e-01
 2.40142099e-01 9.36560691e-01 9.80940034e-01 7.01253980e-02
 8.52246672e-01 8.03323682e-01 9.18320734e-01 3.28119070e-01
 3.85030441e-02 6.18520443e-01 6.56260077e-01 5.06393106e-01
 1.24526381e-01 6.08037230e-01 9.42928905e-01 9.08848834e-01
 8.56417367e-01 9.59354796e-01 9.69440281e-01 9.48421870e-02
 9.78341089e-01 4.25807252e-01 6.64080329e-01 1.36153807e-01
 1.57365810e-02 1.53125329e-01 6.15544334e-05 5.97992204e-01
 7.09363229e-04 1.09775834e-01 7.73300955e-01 9.78974951e-01
 8.60783103e-01 7.79010144e-02 3.57063485e-02 1.68066216e-01
 6.69050831e-03 1.61437870e-02 4.30169935e-01 9.97877824e-01
 9.35196941e-01 4.78677157e-02 7.44353128e-01 3.76714384e-02
 6.56006598e-02 7.35803961e-01 9.57647204e-01 3.54892498e-02
 9.98804270e-01 2.10861755e-01 9.57700442e-01 7.44341554e-01
 1.59185817e-01 9.60673656e-01 2.68605757e-01 2.25507805e-03
 9.98069640e-01 9.98574493e-02 9.90285952e-01 9.28662810e-01
 1.46803799e-02 7.87645934e-01 1.54134460e-01 2.14805770e-01
 4.94152715e-02 9.33388706e-01 2.14705705e-01 9.88131398e-01
 4.67721242e-01 9.83847562e-01 9.64149741e-01 8.34570647e-02
 9.86656699e-04 7.56307961e-01 1.83580744e-02 3.28958636e-02]","[1 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0
 0 0 0 0 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0
 0 1 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 0 0
 0 1 1 0 1 1 0 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 0
 0 1 1 1 0 0 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 0 1 0
 1 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 0 1 1 0 1 0
 0 0 0 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 0 0 0 1 0 1 1 1 1 0 0
 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 1 1 0 1 0 0 0 1 0 1 1 1 1 1
 0 0 0 1]"
SVM,0.8333333333333334,0.8571428571428571,0.8129032258064516,0.8344370860927153,0.9111902113459399,"[1 1 0 1 1 0 0 1 1 0 1 1 0 1 1 0 0 1 1 0 1 0 0 0 1 0 1 1 0 1 1 1 1 0 0 0 0
 1 0 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 1 1 0 0 1 0 1 0 0 1 1 0 1 1 1 0 0 0 1 0
 0 1 0 1 1 0 0 0 0 1 1 1 0 0 0 1 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 0
 0 0 0 0 1 1 0 1 0 1 1 0 0 1 1 1 0 0 0 0 1 1 0 1 1 0 1 0 1 0 0 1 1 0 1 1 0
 0 1 1 1 1 0 1 0 1 1 0 0 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 1 1 1 1 0 1 1 0 0 1
 1 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 0 0 1 1 1 0 0 1 0 1 0 1 0 1 0
 0 0 0 1 1 0 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 0 1 1 1 0 0 0 0 1 0 0 1 1 1 0 0
 0 0 0 0 1 1 0 1 0 0 1 1 0 1 0 1 1 0 1 0 0 1 0 1 1 0 1 0 0 0 1 0 1 0 1 1 0
 0 1 0 0]","[0.65757075 0.64673183 0.31179424 0.87439699 0.95070844 0.15461111
 0.17974091 0.84213124 0.81305564 0.39653433 0.97742185 0.61232252
 0.02120463 0.6637004  0.79160083 0.1132675  0.14426416 0.95302921
 0.9334658  0.46232514 0.92302598 0.19319314 0.11834533 0.10387224
 0.97727337 0.02861902 0.94199468 0.95979057 0.06131049 0.9732962
 0.68317924 0.96891109 0.76003917 0.05433701 0.35112677 0.29015884
 0.01317641 0.51546288 0.05587412 0.20257397 0.01301968 0.98448058
 0.0546231  0.2447864  0.57266043 0.01028907 0.98982472 0.02016097
 0.87663347 0.99583942 0.02014505 0.18531142 0.06516687 0.9834022
 0.93840315 0.78753751 0.01329186 0.12556852 0.69654051 0.11473012
 0.88854517 0.06408205 0.03504251 0.90715699 0.96426516 0.02603527
 0.93932181 0.90606483 0.90712745 0.21421099 0.18975461 0.47699742
 0.53716023 0.27042508 0.1606386  0.92496991 0.05646391 0.61944314
 0.82054234 0.04407803 0.05920186 0.1469237  0.06050229 0.97305127
 0.91512841 0.56668147 0.03110245 0.0457034  0.05796424 0.71764013
 0.90201339 0.01939516 0.0086676  0.08015203 0.75394777 0.06815166
 0.80204161 0.22546198 0.64642069 0.19371735 0.95654766 0.94778053
 0.11190855 0.05886739 0.94973397 0.06183334 0.98507907 0.41112049
 0.03423232 0.0298059  0.02932507 0.08148804 0.1554854  0.50999418
 0.23944409 0.89927564 0.93953158 0.11533236 0.89226363 0.23153786
 0.96920742 0.97921524 0.21186924 0.01476792 0.98067444 0.98657004
 0.92333171 0.01706113 0.43675475 0.2158264  0.00581463 0.92357337
 0.77130781 0.02018063 0.85453475 0.98810536 0.43607627 0.97777117
 0.00930197 0.99222665 0.23092777 0.03918123 0.89784459 0.99237177
 0.05583772 0.99102215 0.97330335 0.01327966 0.1567936  0.98413695
 0.76084138 0.99036547 0.62652183 0.15887818 0.96624335 0.02112718
 0.97962305 0.89292169 0.08613632 0.03896395 0.30911846 0.96926629
 0.44160971 0.26514266 0.42753998 0.34607731 0.96241005 0.9420351
 0.67519696 0.02576444 0.02161909 0.12043392 0.53666243 0.28998493
 0.23303305 0.98487566 0.73592871 0.957251   0.91762092 0.03852948
 0.90204299 0.76453151 0.07381219 0.24469004 0.91338717 0.73642565
 0.04782067 0.03993136 0.21504552 0.99068214 0.41145795 0.83978324
 0.01052501 0.88121256 0.99668801 0.93515564 0.99735308 0.96660242
 0.16684437 0.96727463 0.97050974 0.14801241 0.96170166 0.93202579
 0.04693891 0.04421808 0.94726492 0.02783681 0.06089665 0.98750598
 0.97431925 0.99738187 0.51145808 0.05815166 0.96851541 0.13446235
 0.86596745 0.23848153 0.91914806 0.11191026 0.55696897 0.21506478
 0.2862712  0.20142295 0.09269373 0.99127082 0.98163654 0.07788515
 0.76926937 0.84882901 0.93627281 0.38923936 0.06465384 0.52755221
 0.73059244 0.51111799 0.26078936 0.7103609  0.86165494 0.82076945
 0.90366449 0.98198185 0.95017256 0.14116907 0.92514564 0.66742182
 0.62429514 0.19124982 0.022522   0.0886818  0.16217756 0.76692768
 0.05643453 0.26608257 0.70497047 0.98654504 0.8665189  0.13880981
 0.06690349 0.10338798 0.0026257  0.04534013 0.5        0.97922881
 0.81554031 0.04602513 0.88714258 0.05091591 0.03818717 0.88170989
 0.99096641 0.02384283 0.97189728 0.07575685 0.97601338 0.79464236
 0.0654354  0.990434   0.29011398 0.03018386 0.91719061 0.04113655
 0.70698787 0.90341347 0.03857203 0.65401719 0.08139242 0.13388596
 0.13793655 0.86217573 0.2225604  0.89584066 0.50538346 0.98251569
 0.98292604 0.04448825 0.00874878 0.86726407 0.01904826 0.14627024]","[1 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0
 0 0 0 0 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0
 0 1 0 1 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 0 0
 0 1 1 0 1 1 0 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 0
 0 1 1 1 0 0 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 0 1 0
 1 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 0 1 1 0 1 0
 0 0 0 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 0 0 0 1 0 1 1 1 1 0 0
 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 1 1 0 1 0 0 0 1 0 1 1 1 1 1
 0 0 0 1]"
